X,Age,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Department,Gender,MartialStatus,Over18,OverTime,EducationFiled,JobRole,Attrition
425,57,29,3,1,568,1,56,2,4,4,3,12,3,3,1,32,3,2,1,0,0,0,3,3,1,1,1,1,3,4,0
426,50,29,4,1,569,2,88,2,4,3,0,15,3,2,1,28,2,3,27,10,15,7,3,2,1,2,1,1,2,4,0
427,30,2,3,1,571,3,49,3,1,4,0,14,3,3,0,12,2,2,11,7,6,7,1,2,2,3,1,1,4,3,0
428,60,28,3,1,573,3,80,2,3,1,4,19,3,4,0,22,5,4,18,13,13,11,2,3,2,2,1,1,3,8,0
429,47,2,2,1,574,1,65,3,2,4,5,13,3,3,3,20,2,3,5,0,0,4,3,2,2,1,1,1,4,5,0
430,46,2,3,1,575,1,51,3,4,3,6,13,3,3,0,26,2,1,3,2,0,1,3,2,1,2,1,1,2,6,0
431,35,22,3,1,577,4,46,1,1,3,0,15,3,3,0,6,2,3,5,4,4,3,3,2,1,3,1,1,2,3,0
432,54,8,4,1,578,3,42,3,2,3,7,11,3,3,0,19,3,3,1,0,0,0,3,2,2,3,1,1,2,3,0
433,34,2,4,1,579,4,62,2,1,3,3,12,3,3,1,14,3,3,7,3,5,7,3,2,1,1,1,1,2,7,0
434,46,10,3,1,580,3,94,2,3,4,2,19,3,3,1,15,3,3,3,2,1,2,3,3,2,2,1,0,3,8,0
435,31,9,1,1,581,3,33,3,3,2,1,25,4,4,1,13,6,4,13,8,0,8,3,2,1,1,1,1,2,5,0
436,33,15,1,1,582,2,56,3,3,3,7,12,3,4,0,15,2,4,7,6,7,7,3,2,1,2,1,0,4,4,1
437,33,10,1,1,584,1,38,1,1,4,7,13,3,1,3,8,2,3,4,3,1,3,3,2,1,1,1,1,4,3,1
438,30,7,1,1,585,4,57,3,1,2,0,14,3,1,0,4,3,3,3,2,1,2,3,3,1,3,1,1,3,9,0
439,35,16,3,1,586,4,72,3,3,3,4,12,3,3,0,10,2,3,8,7,0,0,3,2,1,2,1,0,2,1,0
440,31,20,3,1,587,1,66,3,3,3,3,12,3,1,0,12,2,3,1,0,0,0,2,2,1,2,1,1,2,1,1
441,34,23,3,1,590,2,43,3,3,1,9,15,3,3,3,11,2,3,3,2,0,2,2,1,2,1,1,0,1,2,1
442,42,5,2,1,591,2,97,3,1,3,4,17,3,4,1,8,4,3,2,2,2,0,2,2,1,2,1,1,5,3,0
443,36,10,4,1,592,2,32,3,3,4,1,14,3,4,0,10,3,2,10,3,9,7,1,3,1,3,1,1,4,8,0
444,22,4,1,1,593,3,99,2,1,3,5,16,3,3,0,4,3,3,2,2,1,2,2,2,1,3,1,1,6,3,1
445,48,2,5,1,595,2,37,3,2,4,2,14,3,1,1,14,2,3,9,7,6,7,3,3,2,2,1,1,3,8,0
446,55,18,5,1,597,1,83,3,4,2,3,23,4,4,0,37,2,3,10,9,7,7,3,3,2,3,1,1,2,4,0
447,41,10,2,1,599,4,56,3,2,4,7,14,3,4,0,16,3,3,14,3,1,10,1,3,1,3,1,1,2,8,0
448,35,1,3,1,600,2,85,3,2,3,9,11,3,3,0,15,2,3,11,9,6,9,3,3,1,2,1,1,3,8,0
449,40,6,3,1,601,2,75,3,4,3,7,15,3,3,0,22,3,3,20,6,5,13,3,2,2,3,1,1,2,5,0
450,39,8,1,1,602,3,48,3,1,3,1,11,3,1,1,8,3,3,8,3,0,7,2,2,2,2,1,1,2,3,0
451,31,2,1,1,604,2,77,3,2,4,4,13,3,3,0,10,2,4,6,5,0,5,3,3,1,3,1,0,2,8,0
452,42,24,3,1,605,4,56,3,3,1,1,21,4,4,1,10,5,2,10,9,5,8,3,2,1,2,1,0,4,5,0
453,45,2,3,1,606,4,61,3,2,2,0,19,3,2,1,9,3,4,8,7,3,7,3,3,1,2,1,1,5,8,0
454,26,17,4,1,608,2,58,3,1,3,0,11,3,2,1,8,2,2,7,7,1,0,2,1,2,1,1,0,2,2,1
455,29,19,3,1,611,4,34,3,2,4,4,12,3,2,2,8,2,4,3,2,1,2,3,2,1,1,1,1,6,5,0
456,33,1,5,1,612,1,95,4,4,3,4,19,3,3,1,10,2,3,6,1,0,5,3,2,2,1,1,1,4,6,0
457,31,7,3,1,613,3,44,2,3,4,9,21,4,3,1,10,3,2,5,4,0,1,3,3,1,1,1,1,2,4,0
458,18,5,3,1,614,2,69,3,1,2,1,14,3,4,0,0,3,3,0,0,0,0,2,3,1,3,1,0,3,9,1
459,40,28,3,1,615,3,58,1,3,1,3,15,3,3,1,20,2,3,1,0,0,1,1,3,1,1,1,1,5,8,0
460,41,2,4,1,616,1,62,2,2,3,2,17,3,1,0,10,3,3,8,7,0,7,1,2,2,3,1,0,5,1,0
461,26,29,2,1,618,1,45,3,2,3,5,12,3,1,2,8,5,3,0,0,0,0,3,3,1,1,1,1,4,8,0
462,35,1,3,1,620,1,80,3,2,3,1,16,3,4,0,5,3,3,5,4,0,3,3,3,2,3,1,1,4,8,0
463,34,21,4,1,621,4,74,4,2,4,1,12,3,4,0,10,3,3,10,7,5,7,3,3,1,3,1,1,2,8,0
464,26,24,3,1,622,3,66,1,1,4,1,18,3,2,0,1,3,1,1,0,0,0,3,2,1,3,1,0,6,3,1
465,37,1,3,1,623,2,59,3,3,4,4,17,3,4,0,12,3,4,6,5,1,2,3,2,2,3,1,1,6,5,0
466,46,18,1,1,624,1,86,3,3,3,5,11,3,4,0,28,3,2,2,2,1,2,2,2,2,2,1,1,4,1,0
467,41,2,5,1,625,2,91,3,4,1,7,16,3,2,1,22,2,3,18,16,11,8,3,3,2,2,1,1,2,4,0
468,37,9,4,1,626,1,69,3,3,2,1,13,3,4,1,9,6,3,9,5,7,7,1,3,1,1,1,1,4,8,0
469,52,6,2,1,630,4,78,3,2,1,3,12,3,2,2,18,3,3,10,9,6,9,3,2,1,1,1,0,6,7,0
470,32,11,4,1,631,4,60,4,2,3,8,12,3,4,0,6,2,3,4,2,1,2,1,3,1,2,1,1,5,8,1
471,24,24,3,1,632,4,38,3,1,4,0,13,3,3,2,3,3,3,2,2,2,1,2,3,1,2,1,1,4,9,0
472,38,10,3,1,634,3,76,3,2,3,3,19,3,3,1,18,4,3,1,0,0,0,3,2,2,2,1,1,4,1,0
473,37,1,4,1,635,2,65,3,2,2,6,12,3,2,1,8,2,2,6,5,4,3,3,2,2,2,1,1,2,5,0
474,49,18,4,1,638,4,58,2,5,3,1,17,3,3,1,31,5,3,31,9,0,9,3,2,1,1,1,0,2,6,0
475,24,23,3,1,639,2,89,4,1,4,1,11,3,2,2,6,3,3,6,5,1,4,3,2,1,2,1,0,4,7,0
476,26,28,2,1,641,1,66,3,2,2,1,20,4,4,2,6,5,4,5,3,1,4,3,3,1,2,1,1,3,8,0
477,24,17,2,1,643,4,94,2,1,2,1,21,4,4,1,1,2,3,1,0,0,0,3,2,1,2,1,1,5,3,0
478,50,3,3,1,644,1,99,3,5,2,1,11,3,3,1,32,2,3,32,5,10,7,2,1,1,2,1,1,4,4,0
479,25,13,1,1,645,2,40,3,1,3,1,11,3,3,0,7,1,3,7,4,0,6,3,3,1,2,1,1,4,9,0
480,24,7,3,1,647,1,55,3,1,3,1,16,3,4,1,6,4,3,6,3,1,2,2,2,2,2,1,0,2,3,1
481,30,12,4,1,648,2,74,2,1,1,1,18,3,3,1,1,2,4,1,0,0,0,2,3,1,2,1,1,2,9,1
482,34,1,2,1,649,2,83,2,1,4,1,13,3,4,1,6,3,3,6,5,1,3,3,2,1,2,1,0,2,7,0
483,31,13,4,1,650,2,46,3,2,1,2,17,3,3,0,9,2,1,3,1,1,2,3,3,1,1,1,1,4,8,1
484,35,25,2,1,652,1,54,2,2,4,4,14,3,4,0,9,3,3,3,2,0,2,3,2,1,3,1,1,5,3,0
485,31,6,4,1,653,1,66,4,2,4,4,22,4,4,2,13,4,4,7,7,5,7,3,3,1,1,1,1,4,8,0
486,27,6,4,1,655,1,66,2,1,3,0,12,3,3,2,6,5,2,5,3,0,3,3,2,2,1,1,1,4,7,0
487,37,2,3,1,656,4,75,3,2,3,4,11,3,3,1,17,3,2,3,0,1,0,3,3,1,2,1,0,3,8,0
488,20,1,3,1,657,4,83,2,1,2,1,13,3,4,0,1,0,4,1,0,0,0,3,2,2,3,1,1,2,7,0
489,42,2,4,1,659,3,81,3,2,4,1,13,3,2,2,10,4,3,10,2,2,2,3,2,2,2,1,1,2,1,0
490,43,6,4,1,661,2,50,2,4,4,4,14,3,3,1,21,3,2,1,0,0,0,3,2,1,1,1,0,5,6,0
491,38,1,1,1,662,3,43,3,1,1,3,17,3,4,0,8,3,2,0,0,0,0,3,2,2,3,1,1,2,7,0
492,43,9,5,1,663,4,72,3,2,3,3,13,3,2,1,10,3,3,8,7,4,7,2,2,1,1,1,0,4,3,0
493,48,1,4,1,664,4,40,2,4,1,7,11,3,1,1,21,3,1,3,2,0,2,3,2,2,2,1,1,2,4,0
494,44,1,4,1,665,1,50,2,2,3,4,11,3,2,0,10,1,4,2,2,0,2,3,1,2,3,1,1,2,2,0
495,34,14,3,1,666,3,31,3,1,3,1,18,3,4,2,8,3,3,8,2,0,6,3,3,2,1,1,0,6,9,0
496,27,2,1,1,667,3,85,3,1,1,0,11,3,2,1,5,3,3,4,3,0,2,3,3,1,1,1,1,3,9,1
497,21,22,1,1,669,3,49,3,1,3,1,11,3,3,0,3,2,3,3,2,1,2,3,3,1,3,1,1,6,9,0
498,44,3,4,1,671,4,35,3,5,4,4,12,3,1,1,26,2,4,2,2,0,1,3,2,1,2,1,0,5,4,0
499,22,6,1,1,675,1,69,3,1,3,0,20,4,4,0,3,3,3,2,2,2,2,3,2,1,2,1,1,4,7,0
500,33,8,4,1,677,3,39,3,2,3,0,12,3,4,0,6,3,3,5,0,1,2,3,3,1,1,1,1,3,8,0
501,32,9,4,1,679,1,92,3,2,4,1,12,3,4,1,6,2,2,6,4,0,5,3,2,2,2,1,0,2,7,0
502,30,3,3,1,680,3,71,3,1,3,1,20,4,3,1,1,2,3,1,0,0,0,2,2,2,1,1,1,4,7,0
503,53,1,1,1,682,4,34,3,2,1,7,20,4,4,0,18,2,4,14,7,8,10,3,3,2,3,1,1,4,8,0
504,34,1,5,1,683,2,42,3,1,4,1,12,3,4,1,10,4,2,10,9,8,8,3,2,1,2,1,1,2,7,0
505,45,26,4,1,684,1,100,3,2,1,2,14,3,4,2,5,4,3,1,1,0,0,2,3,2,2,1,1,2,8,1
506,26,6,3,1,686,3,71,3,1,4,1,13,3,3,1,3,2,3,3,2,0,2,3,2,2,2,1,0,2,3,0
507,37,3,3,1,689,3,36,3,3,3,1,15,3,3,1,10,2,3,10,7,7,8,3,2,1,2,1,1,5,5,0
508,29,3,2,1,690,2,62,3,2,3,1,14,3,1,1,6,5,2,6,0,1,2,3,3,2,2,1,1,4,8,0
509,35,6,4,1,691,2,82,1,2,4,1,13,3,2,0,17,3,3,17,11,11,8,3,2,1,3,1,1,2,7,0
510,33,6,3,1,692,3,30,3,2,4,3,23,4,3,1,15,2,1,13,11,4,7,2,2,1,1,1,1,2,1,0
511,54,19,4,1,698,3,88,3,3,2,2,15,3,3,1,16,1,4,9,7,7,1,3,1,1,2,1,1,4,2,0
512,36,9,2,1,699,2,48,2,2,2,2,11,3,3,1,13,2,3,3,2,0,2,3,2,1,1,1,0,4,5,0
513,27,3,4,1,700,1,54,2,1,4,0,13,3,4,0,5,0,3,4,2,1,1,3,2,1,3,1,1,4,7,0
514,20,10,1,1,701,4,32,3,1,3,1,11,3,4,0,1,5,3,1,0,1,1,3,2,1,3,1,0,4,7,1
515,33,3,3,1,702,1,70,3,1,1,1,11,3,1,0,10,3,3,10,8,9,7,2,2,1,3,1,0,2,7,1
516,35,3,3,1,704,3,41,2,1,3,1,18,3,3,2,1,3,3,1,0,0,0,1,2,1,2,1,1,2,3,0
517,23,4,3,1,705,1,58,4,1,1,2,16,3,1,1,5,3,4,3,2,0,2,3,2,1,2,1,1,4,7,0
518,25,8,3,1,707,4,57,4,2,2,0,22,4,3,1,4,4,3,3,2,1,2,3,3,1,2,1,1,2,8,0
519,38,7,4,1,709,4,46,2,2,4,0,20,4,1,0,8,2,3,7,7,0,5,3,3,2,3,1,1,3,8,0
520,29,1,4,1,710,2,76,1,1,4,1,18,3,4,1,10,5,3,10,7,2,8,2,2,1,1,1,1,2,7,0
521,48,2,1,1,712,2,56,4,2,2,3,12,3,4,0,12,3,3,2,2,2,2,3,3,1,2,1,1,3,8,0
522,27,3,1,1,714,4,71,4,2,4,1,20,4,2,2,6,3,3,6,5,0,4,2,3,2,1,1,0,4,8,0
523,37,10,2,1,715,4,80,4,1,4,3,17,3,1,0,4,2,3,1,0,0,0,3,2,1,3,1,1,2,7,0
524,50,28,1,1,716,4,74,4,1,3,1,11,3,3,3,20,3,3,20,8,3,8,3,2,1,2,1,0,4,3,0
525,34,9,3,1,717,4,46,2,3,2,1,14,3,2,0,9,3,4,8,7,7,7,3,2,2,3,1,1,4,1,0
526,24,3,2,1,720,1,65,3,2,3,9,14,3,1,0,4,3,3,2,2,2,0,3,3,2,3,1,1,2,8,1
527,39,2,4,1,721,4,80,2,2,3,1,11,3,1,0,20,4,3,20,7,11,10,3,2,2,3,1,1,6,1,0
528,32,10,3,1,722,4,55,3,2,4,1,12,3,4,0,10,2,2,10,7,0,8,3,3,1,3,1,1,3,8,0
529,50,8,2,1,723,2,50,3,2,3,3,14,3,1,1,18,4,3,4,3,1,3,2,3,1,2,1,0,6,8,1
530,38,1,4,1,724,2,33,4,2,4,0,13,3,3,0,10,4,2,9,7,1,8,3,2,2,3,1,1,2,1,0
531,27,1,2,1,725,3,68,3,3,1,1,11,3,4,0,9,3,3,9,7,0,7,3,2,2,2,1,1,2,5,0
532,32,3,2,1,727,3,39,3,3,4,3,15,3,4,0,10,6,3,7,7,7,7,3,2,2,3,1,1,2,6,0
533,47,14,4,1,728,4,42,3,2,1,2,12,3,4,0,20,2,3,7,7,1,7,3,3,1,3,1,1,3,8,0
534,40,5,4,1,729,4,48,2,3,1,5,21,4,3,1,20,2,3,18,13,1,12,2,3,1,2,1,0,2,8,0
535,53,7,3,1,730,3,59,4,4,3,3,19,3,3,0,32,3,3,5,1,1,3,3,2,1,2,1,1,2,6,0
536,41,10,4,1,731,2,73,2,5,4,3,15,3,2,3,23,2,2,21,6,12,6,3,1,1,1,1,1,1,4,0
537,60,16,4,1,732,1,84,3,2,1,8,14,3,4,0,10,1,3,2,2,2,2,3,3,1,3,1,1,3,8,0
538,27,10,2,1,733,4,32,3,3,1,1,21,4,3,2,9,4,2,9,7,1,7,2,2,1,1,1,1,2,5,0
539,41,1,3,1,734,4,59,2,5,3,1,12,3,2,1,22,3,3,22,7,2,10,3,1,1,2,1,1,1,4,0
540,50,8,4,1,738,4,54,3,1,2,7,15,3,4,1,4,2,3,2,2,2,2,3,3,1,2,1,1,3,9,0
541,28,1,2,1,741,1,67,1,1,2,7,13,3,4,0,10,4,3,7,7,3,7,3,2,2,3,1,0,2,7,1
542,36,8,3,1,742,1,63,4,3,1,9,14,3,1,1,10,2,3,8,7,0,5,1,2,2,2,1,1,2,6,0
543,38,1,3,1,743,3,81,3,3,3,4,14,3,4,0,10,4,4,1,0,0,0,3,2,2,3,1,0,2,5,0
544,44,24,3,1,744,1,49,1,1,3,2,14,3,3,0,9,5,3,5,2,1,4,1,2,1,3,1,1,4,3,0
545,47,3,3,1,746,4,49,3,4,3,9,12,3,4,2,28,2,2,22,2,11,13,2,3,2,1,1,0,4,8,0
546,30,27,5,1,747,3,99,3,2,4,7,23,4,4,1,10,2,2,8,7,7,7,3,3,1,1,1,1,3,8,0
547,29,10,3,1,749,3,99,3,1,3,1,11,3,3,0,1,6,3,1,0,0,0,3,3,1,3,1,1,2,9,0
548,42,19,3,1,752,3,57,4,1,3,6,12,3,4,0,7,2,3,2,2,2,2,2,2,1,1,1,0,4,7,1
549,43,15,3,1,754,4,47,2,2,4,3,18,3,3,1,7,5,3,2,2,2,2,2,3,1,2,1,1,2,8,0
550,34,8,2,1,757,2,96,3,2,3,3,11,3,4,0,10,2,3,5,1,4,3,3,2,2,3,1,1,4,1,0
551,23,9,1,1,758,2,37,3,1,1,1,14,3,4,1,5,2,4,4,3,0,2,3,2,1,2,1,1,4,3,0
552,39,3,3,1,760,3,44,4,2,2,9,15,3,3,1,12,3,1,8,3,3,6,3,1,2,2,1,1,1,2,0
553,56,9,3,1,762,3,81,3,4,4,7,11,3,3,0,30,1,2,10,7,1,1,3,2,1,2,1,1,4,1,0
554,40,2,1,1,763,4,86,2,1,4,0,20,4,4,0,5,2,2,4,2,2,3,3,2,2,3,1,0,4,7,0
555,27,7,3,1,764,4,55,2,2,1,8,19,3,1,0,9,2,1,7,6,0,7,3,2,2,3,1,1,4,1,0
556,29,10,3,1,766,4,83,3,1,2,1,14,3,4,2,2,2,3,2,2,2,2,3,3,1,1,1,1,3,9,0
557,53,6,3,1,769,4,86,3,2,4,2,17,3,4,0,19,4,3,2,2,2,2,3,2,1,3,1,1,2,3,0
558,35,2,4,1,771,4,61,3,2,1,2,11,3,1,1,16,2,4,1,0,0,0,1,2,2,1,1,1,2,1,0
559,32,24,4,1,772,1,80,3,2,4,1,15,3,4,2,10,2,3,10,8,4,7,2,2,1,2,1,1,2,3,0
560,38,2,5,1,773,4,92,3,1,3,6,13,3,2,1,6,0,1,1,0,0,1,3,2,1,2,1,0,4,7,0
561,34,8,5,1,775,2,32,3,2,1,3,14,3,3,1,7,3,3,0,0,0,0,3,2,2,1,1,1,2,5,0
562,52,3,4,1,776,3,31,2,4,1,1,11,3,1,0,34,3,4,34,6,1,16,3,3,1,2,1,1,3,4,0
563,33,1,4,1,780,4,63,3,1,4,1,13,3,3,0,10,2,2,10,9,7,8,3,2,1,3,1,0,5,7,1
564,25,26,1,1,781,3,32,3,2,4,1,23,4,2,0,6,5,2,6,5,1,4,3,3,2,3,1,1,4,8,0
565,45,2,2,1,783,2,46,1,2,3,0,13,3,1,0,9,3,3,8,7,3,1,3,3,1,3,1,1,6,9,0
566,23,10,1,1,784,1,79,4,1,3,1,18,3,4,0,2,3,3,2,2,0,2,3,2,1,3,1,1,4,7,0
567,47,27,2,1,785,2,77,4,2,3,4,12,3,4,0,8,2,3,5,4,1,3,2,3,2,3,1,0,2,8,1
568,34,2,3,1,786,4,60,3,2,4,1,22,4,3,0,6,5,3,6,5,1,4,3,3,1,3,1,1,5,8,0
569,55,2,3,1,787,4,78,3,5,1,5,13,3,4,1,24,2,3,5,2,1,4,3,2,1,2,1,0,4,4,1
570,36,8,4,1,789,1,76,2,3,1,1,15,3,2,0,10,1,3,10,7,0,9,1,3,1,3,1,1,2,8,0
571,52,19,4,1,791,4,41,3,1,4,0,18,3,1,1,5,3,3,4,3,1,2,1,2,1,2,1,1,4,7,0
572,26,1,2,1,792,1,71,1,1,4,3,14,3,1,1,5,2,3,2,2,2,0,2,2,2,1,1,1,2,3,0
573,29,27,3,1,793,2,66,3,2,3,4,12,3,1,1,11,3,2,8,7,1,1,3,2,2,2,1,1,4,1,0
574,26,8,3,1,796,4,38,2,2,1,6,17,3,3,0,6,2,2,4,3,1,2,3,3,1,3,1,1,6,8,1
575,34,1,4,1,797,2,72,4,1,4,2,16,3,3,0,10,2,3,4,2,1,3,3,2,2,3,1,1,2,7,0
576,54,19,4,1,799,4,95,3,2,1,9,11,3,2,2,9,4,3,5,3,1,4,3,2,2,1,1,0,4,5,0
577,27,8,1,1,800,3,84,3,2,4,0,19,3,2,1,5,3,3,4,2,1,1,2,3,1,2,1,1,3,8,0
578,37,10,1,1,802,4,82,3,1,1,0,13,3,2,2,6,3,2,5,3,4,3,3,2,2,1,1,0,2,7,0
579,38,2,4,1,803,1,75,4,2,1,6,12,3,4,0,17,2,3,15,7,4,12,2,2,2,3,1,0,2,5,0
580,34,2,4,1,804,3,86,2,1,1,1,11,3,3,0,6,3,3,6,5,1,3,3,2,2,3,1,1,4,7,0
581,35,8,4,1,805,1,72,3,1,4,1,16,3,2,1,3,1,2,3,2,0,2,3,3,2,2,1,1,2,9,0
582,30,1,3,1,806,4,38,1,1,3,3,21,4,3,2,7,2,3,2,2,0,2,3,2,1,2,1,1,2,3,0
583,40,2,2,1,807,3,38,4,2,2,1,24,4,4,1,8,2,3,8,7,3,7,2,2,2,2,1,1,4,1,0
584,34,8,2,1,808,3,93,3,2,1,5,17,3,2,1,6,1,3,3,2,1,2,3,3,2,2,1,1,2,8,0
585,42,8,3,1,809,2,66,3,5,4,1,13,3,2,1,24,4,2,24,7,14,9,2,2,1,1,1,1,2,4,0
586,23,6,3,1,811,3,63,4,1,1,1,21,4,3,2,1,2,3,0,0,0,0,3,2,1,2,1,0,2,3,1
587,24,9,3,1,812,3,60,2,1,2,1,11,3,3,3,1,4,3,1,0,0,0,1,2,1,1,1,1,2,3,0
588,52,11,4,1,813,4,82,3,2,3,8,20,4,2,1,9,3,3,5,2,1,4,3,2,2,2,1,1,2,3,0
589,50,2,3,1,815,3,64,3,4,3,5,16,3,4,0,30,3,3,4,3,0,3,3,2,1,2,1,1,4,6,0
590,29,1,2,1,816,2,36,2,1,1,1,11,3,4,1,1,1,3,1,0,0,0,3,2,2,2,1,0,2,3,1
591,33,7,3,1,817,3,49,3,3,3,0,11,3,4,0,14,3,4,13,9,3,7,3,2,1,2,1,1,4,6,0
592,33,16,3,1,819,1,69,3,2,1,5,15,3,3,0,6,3,3,3,2,0,2,3,3,2,3,1,1,3,8,1
593,47,2,2,1,820,3,33,3,4,4,1,11,3,3,1,26,3,2,26,14,3,0,3,2,2,2,1,0,5,4,0
594,36,1,3,1,823,3,35,3,2,2,0,15,3,1,1,10,2,3,9,7,0,5,3,2,2,2,1,1,5,5,0
595,29,23,2,1,824,3,81,4,1,3,1,24,4,3,1,10,3,3,10,7,0,7,3,2,1,2,1,1,2,7,0
596,58,2,4,1,825,4,31,3,5,2,7,12,3,4,0,40,2,3,31,15,13,8,3,2,1,3,1,0,2,6,1
597,35,1,4,1,826,4,40,4,1,3,3,13,3,3,0,7,0,3,2,2,2,2,3,2,2,3,1,1,2,7,0
598,42,1,2,1,827,4,43,2,2,4,9,13,3,4,1,8,4,3,4,3,0,2,3,2,2,2,1,0,2,5,0
599,28,2,4,1,828,3,46,3,1,3,6,17,3,4,0,5,3,2,2,2,2,1,3,2,1,3,1,1,4,7,1
600,36,13,3,1,829,3,36,3,1,2,4,13,3,2,1,8,2,3,5,2,0,4,3,1,1,2,1,1,1,2,0
601,32,4,3,1,830,3,98,2,2,3,1,12,3,3,1,14,3,3,14,13,6,8,3,2,2,2,1,1,2,5,0
602,40,16,4,1,832,1,51,2,2,3,6,14,3,4,0,10,6,3,1,0,0,0,2,2,1,3,1,1,4,3,0
603,30,2,3,1,833,3,52,2,2,4,5,24,4,2,0,12,4,2,0,0,0,0,3,2,2,3,1,0,4,5,0
604,45,2,3,1,834,2,95,2,1,3,1,14,3,4,0,1,3,3,1,0,0,0,3,2,2,3,1,1,2,7,0
605,42,29,3,1,836,2,98,3,2,2,1,13,3,4,1,10,3,2,9,8,7,8,3,2,1,2,1,1,2,5,0
606,38,12,3,1,837,1,45,2,2,1,2,15,3,3,1,13,3,2,4,3,1,2,2,2,1,1,1,1,2,1,0
607,34,16,4,1,838,3,100,2,1,4,1,16,3,3,0,6,3,3,5,2,1,3,2,2,2,3,1,1,2,7,0
608,49,11,3,1,840,3,43,3,3,4,1,18,3,1,2,9,3,4,9,8,7,7,3,3,2,2,1,1,3,8,1
609,55,2,1,1,842,3,37,3,2,4,4,16,3,3,0,12,3,2,9,7,7,3,3,3,1,3,1,1,4,8,1
610,43,14,2,1,843,2,94,3,4,1,6,24,4,3,1,22,3,3,4,1,1,0,3,2,1,2,1,1,2,6,0
611,27,5,1,1,844,3,42,2,3,4,1,16,3,2,1,9,3,3,9,8,0,8,3,2,1,1,1,0,6,6,0
612,35,7,3,1,845,3,59,3,3,3,3,21,4,2,0,17,3,4,8,5,1,6,3,2,1,3,1,1,5,5,0
613,28,2,4,1,846,2,81,3,2,2,1,20,4,1,0,8,2,3,8,7,7,5,3,3,2,2,1,0,3,8,0
614,34,3,2,1,847,3,88,3,1,4,0,19,3,3,1,4,1,1,3,2,0,2,3,1,1,2,1,1,1,2,0
615,26,5,2,1,848,3,88,2,1,3,1,14,3,1,1,8,2,3,8,7,1,7,2,2,2,2,1,0,4,7,1
616,27,3,3,1,850,4,50,3,1,4,1,11,3,3,3,0,6,2,0,0,0,0,1,2,1,2,1,1,4,7,0
617,51,26,4,1,851,1,66,3,4,3,2,14,3,3,1,29,2,2,20,6,4,17,3,3,2,2,1,1,3,4,0
618,44,4,3,1,852,4,50,3,2,2,9,12,3,4,0,10,2,2,5,2,2,3,3,2,1,3,1,1,4,1,0
619,25,2,1,1,854,1,65,4,1,1,7,13,3,3,0,6,3,2,4,3,0,1,3,2,1,3,1,1,4,7,0
620,33,1,3,1,855,1,48,4,2,1,1,22,4,1,1,9,5,3,9,8,0,8,3,3,1,1,1,1,4,8,0
621,35,27,1,1,856,3,53,2,1,1,1,11,3,4,0,6,3,2,6,5,1,1,3,2,2,3,1,1,4,7,0
622,36,1,2,1,857,2,56,3,2,4,1,14,3,4,1,18,1,2,18,14,4,11,3,3,1,2,1,0,2,8,0
623,32,13,4,1,859,2,73,3,2,4,2,11,3,3,1,8,3,2,5,2,0,3,3,3,1,1,1,1,2,8,0
624,30,5,4,1,861,2,75,2,1,4,9,12,3,2,1,10,3,2,5,4,0,3,2,2,1,1,1,1,2,7,0
625,53,7,2,1,862,1,78,2,3,4,7,18,3,4,1,35,3,3,5,2,0,4,3,3,2,2,1,0,3,8,0
626,45,9,3,1,864,4,74,3,3,1,4,12,3,3,1,18,2,3,5,4,0,2,3,3,1,1,1,0,3,8,0
627,32,8,2,1,865,3,91,4,2,3,5,12,3,3,1,9,3,2,5,3,1,3,3,2,2,2,1,1,4,7,0
628,52,25,4,1,867,3,81,2,4,4,3,22,4,3,0,31,3,3,9,8,0,0,2,2,2,2,1,1,4,5,0
629,37,16,4,1,868,4,66,2,2,3,4,19,3,4,2,9,2,3,1,0,0,0,3,3,1,1,1,1,3,8,0
630,28,8,2,1,869,2,63,2,1,4,1,13,3,4,1,6,6,3,5,1,0,4,3,1,1,1,1,1,4,2,0
631,22,1,2,1,872,4,33,2,2,4,6,22,4,1,2,4,2,1,2,2,2,2,3,2,1,2,1,1,2,5,0
632,44,8,4,1,874,1,62,4,1,4,2,24,4,3,1,10,2,2,3,2,0,2,3,2,1,2,1,0,2,3,0
633,42,2,1,1,875,2,35,3,1,4,5,14,3,4,0,8,2,3,2,1,2,2,2,2,1,3,1,0,4,7,0
634,36,8,3,1,878,1,77,2,1,1,0,21,4,3,0,6,3,3,5,4,0,3,3,1,1,2,1,1,2,2,0
635,25,3,1,1,879,3,98,3,2,1,1,18,3,4,0,5,3,3,5,3,0,3,3,3,1,2,1,0,5,8,0
636,35,9,3,1,880,4,66,2,3,3,1,20,4,2,1,17,2,3,17,14,5,15,3,2,2,2,1,0,2,5,0
637,35,25,4,1,881,4,96,3,1,2,1,19,3,1,1,10,3,2,10,2,7,8,2,2,2,1,1,0,2,7,1
638,32,1,3,1,882,4,61,3,1,4,0,12,3,2,1,4,2,3,3,0,0,2,1,2,1,1,1,1,2,3,0
